id_reclamo,fecha_reclamo,cliente_id,canal,producto,motivo,estado,tiempo_resolucion_horas,monto_reembolso,nps
319,2026-03-27,1630,WhatsApp,Telefonía,Entrega tardía,Resuelto,53,157.12,8
320,2026-01-12,2211,Oficina,Móvil,Cancelación de servicio,Resuelto,62,32.95,1
321,2026-04-03,3268,Call Center,TV,Problema técnico,Resuelto,86,29.3,3
322,2026-02-05,2713,Web,Internet,Producto defectuoso,En proceso,89,194.05,5
323,2026-02-07,4508,WhatsApp,TV,Error de facturación,Pendiente,18,75.02,1
324,2026-01-15,1544,App,Paquete Triple,Entrega tardía,En proceso,9,195.78,3
325,2026-04-07,3240,Oficina,Móvil,Entrega tardía,Pendiente,77,177.9,7
326,2026-01-25,2619,Web,TV,Cancelación de servicio,Resuelto,50,42.84,9
327,2026-02-26,3710,Oficina,Móvil,Error de facturación,Resuelto,77,141.14,8
328,2026-02-28,1283,Call Center,Telefonía,Cancelación de servicio,En proceso,54,58.55,6
329,2026-03-29,3170,App,Paquete Triple,Cancelación de servicio,Resuelto,72,14.67,5
330,2026-01-02,1717,Oficina,Paquete Triple,Producto incorrecto,Pendiente,13,172.76,10
331,2026-04-12,4753,WhatsApp,Telefonía,Producto defectuoso,Pendiente,45,149.61,0
332,2026-01-03,1014,Call Center,TV,Entrega tardía,En proceso,32,13.23,5
333,2026-03-27,2533,App,TV,Error de facturación,Resuelto,69,137.52,9
334,2026-01-19,1006,Web,Paquete Triple,Error de facturación,En proceso,97,87.57,7
335,2026-04-25,3053,Call Center,TV,Error de facturación,Resuelto,37,120.15,2
336,2026-01-14,3697,Oficina,Telefonía,Producto defectuoso,En proceso,77,58.31,5
337,2026-03-29,4824,Call Center,Móvil,Error de facturación,En proceso,38,31.28,7
338,2026-01-06,1175,Call Center,Móvil,Error de facturación,Resuelto,27,110.03,6
339,2026-03-29,3830,Oficina,Paquete Triple,Producto incorrecto,Pendiente,28,69.08,3
340,2026-03-20,2401,WhatsApp,TV,Producto incorrecto,Pendiente,19,117.1,6
341,2026-04-05,3423,WhatsApp,Internet,Error de facturación,Resuelto,31,125.33,4
342,2026-03-14,1862,Call Center,TV,Producto defectuoso,Resuelto,86,11.72,8
343,2026-01-21,2783,App,Móvil,Producto defectuoso,En proceso,21,184.0,6
344,2026-04-07,4234,WhatsApp,Paquete Triple,Error de facturación,Resuelto,37,85.88,9
345,2026-01-09,4689,App,TV,Error de facturación,Resuelto,39,147.32,9
346,2026-02-08,2228,Web,Telefonía,Problema técnico,En proceso,11,13.48,7
347,2026-04-18,3792,WhatsApp,Internet,Producto incorrecto,En proceso,105,176.61,0
348,2026-01-08,3777,Oficina,Paquete Triple,Entrega tardía,Resuelto,15,126.69,1
349,2026-02-20,4080,App,Telefonía,Error de facturación,Pendiente,62,24.98,7
350,2026-02-21,4100,Call Center,TV,Entrega tardía,Pendiente,93,134.41,6
351,2026-03-02,4130,Web,Telefonía,Producto defectuoso,Resuelto,31,175.1,1
352,2026-01-12,3210,App,TV,Producto defectuoso,En proceso,73,54.34,6
353,2026-04-20,1885,App,Telefonía,Problema técnico,En proceso,37,189.96,4
354,2026-02-21,4820,Oficina,Telefonía,Error de facturación,En proceso,70,194.76,7
355,2026-03-28,1260,App,Telefonía,Producto defectuoso,En proceso,85,70.99,3
356,2026-02-06,2934,Web,TV,Producto defectuoso,Resuelto,70,137.33,8
357,2026-02-18,3434,Web,Telefonía,Problema técnico,En proceso,70,173.68,3
358,2026-04-26,1425,WhatsApp,Telefonía,Producto incorrecto,En proceso,55,22.48,5
359,2026-01-11,2583,App,Móvil,Error de facturación,Pendiente,51,26.03,6
360,2026-01-09,1456,Web,Internet,Error de facturación,Pendiente,24,48.84,3
361,2026-02-13,1793,Call Center,Telefonía,Error de facturación,Resuelto,27,79.12,7
362,2026-02-04,4234,App,Paquete Triple,Producto defectuoso,Resuelto,67,181.23,0
363,2026-01-17,3095,WhatsApp,Móvil,Producto incorrecto,Resuelto,49,54.89,5
364,2026-02-02,2197,Call Center,Internet,Entrega tardía,En proceso,56,9.71,2
365,2026-04-12,4485,App,Telefonía,Producto defectuoso,En proceso,118,57.81,8
366,2026-02-17,2331,Call Center,Internet,Problema técnico,En proceso,119,109.41,0
367,2026-01-27,2739,Oficina,Internet,Producto defectuoso,En proceso,5,69.09,7
368,2026-01-02,2413,Oficina,Internet,Error de facturación,Resuelto,119,70.94,10
369,2026-03-15,1788,Web,Telefonía,Error de facturación,En proceso,30,73.55,8
370,2026-04-25,1920,Call Center,TV,Error de facturación,En proceso,40,53.58,3
371,2026-01-03,4042,Web,TV,Error de facturación,Resuelto,103,145.66,3
372,2026-01-05,1764,Call Center,Telefonía,Producto defectuoso,Pendiente,37,158.02,7
373,2026-02-28,1453,App,Paquete Triple,Cancelación de servicio,Pendiente,60,45.42,8
374,2026-02-19,1458,App,Paquete Triple,Entrega tardía,Resuelto,57,1.92,4
375,2026-04-16,1863,Call Center,Paquete Triple,Entrega tardía,Pendiente,8,112.08,0
376,2026-02-01,4837,Call Center,TV,Producto incorrecto,Pendiente,98,191.59,6
377,2026-01-22,4606,Call Center,TV,Problema técnico,Pendiente,113,131.17,7
378,2026-04-20,4664,Oficina,Internet,Entrega tardía,Pendiente,98,168.14,1
379,2026-03-22,1769,WhatsApp,Telefonía,Entrega tardía,En proceso,12,165.84,6
380,2026-01-02,2033,Web,Internet,Cancelación de servicio,Resuelto,38,64.0,8
381,2026-01-24,3873,WhatsApp,Internet,Producto incorrecto,Resuelto,25,130.29,5
382,2026-04-16,4354,WhatsApp,Móvil,Problema técnico,Resuelto,32,21.23,2
383,2026-03-22,3132,WhatsApp,Móvil,Problema técnico,Pendiente,25,155.77,4
384,2026-03-19,3408,Call Center,Móvil,Problema técnico,Pendiente,57,39.22,0
385,2026-01-06,1570,Web,Móvil,Producto incorrecto,En proceso,62,69.45,3
386,2026-04-17,2297,Web,Telefonía,Cancelación de servicio,En proceso,51,114.53,6
387,2026-01-21,4366,Web,Telefonía,Producto incorrecto,En proceso,119,78.95,1
388,2026-03-25,4033,Oficina,TV,Error de facturación,Resuelto,74,157.94,10
389,2026-03-09,3557,WhatsApp,Telefonía,Producto incorrecto,Pendiente,72,45.22,5
390,2026-02-19,1407,Call Center,TV,Entrega tardía,En proceso,84,129.46,10
391,2026-02-14,2157,App,Internet,Cancelación de servicio,En proceso,93,30.04,10
392,2026-02-01,3782,WhatsApp,Paquete Triple,Producto incorrecto,Resuelto,8,64.26,3
393,2026-02-14,3275,Web,Telefonía,Problema técnico,Resuelto,110,44.11,0
394,2026-04-21,3371,WhatsApp,Móvil,Producto incorrecto,Pendiente,72,3.8,1
395,2026-01-25,4766,Oficina,Telefonía,Problema técnico,Resuelto,35,127.58,8
396,2026-04-02,3293,Web,Internet,Entrega tardía,Resuelto,59,89.13,8
397,2026-01-15,2575,Oficina,Móvil,Producto incorrecto,Pendiente,95,136.11,1
398,2026-04-30,4245,App,Telefonía,Problema técnico,Pendiente,76,161.48,1
399,2026-04-08,3725,Web,Móvil,Producto incorrecto,Resuelto,67,117.85,8
400,2026-04-04,2559,WhatsApp,TV,Problema técnico,Resuelto,26,119.73,3
401,2026-03-23,4253,Oficina,TV,Producto defectuoso,Pendiente,118,70.47,9
402,2026-02-15,2241,Oficina,Telefonía,Problema técnico,Pendiente,114,83.12,9
403,2026-04-14,2058,App,TV,Producto incorrecto,Pendiente,37,104.26,2
404,2026-04-08,2259,Oficina,Paquete Triple,Cancelación de servicio,En proceso,23,147.37,3
405,2026-03-24,4378,Web,Paquete Triple,Cancelación de servicio,En proceso,97,199.08,9
406,2026-01-31,3739,WhatsApp,Paquete Triple,Problema técnico,Pendiente,90,30.65,8
407,2026-01-06,1811,App,Internet,Producto incorrecto,En proceso,69,192.39,9
408,2026-01-21,3916,Web,Internet,Producto incorrecto,En proceso,118,1.89,4
409,2026-01-05,2042,Web,TV,Entrega tardía,Resuelto,83,109.38,5
410,2026-03-05,1144,Call Center,TV,Entrega tardía,Pendiente,13,29.47,9
411,2026-02-18,1968,App,Paquete Triple,Cancelación de servicio,En proceso,43,2.11,1
412,2026-02-08,1768,Oficina,Móvil,Cancelación de servicio,En proceso,81,58.19,8
413,2026-03-24,3374,Oficina,Móvil,Producto defectuoso,En proceso,2,91.01,2
414,2026-03-18,4455,Web,TV,Entrega tardía,Pendiente,51,143.37,3
415,2026-02-01,3961,Call Center,Paquete Triple,Entrega tardía,En proceso,9,64.82,9
416,2026-01-09,3028,Call Center,Telefonía,Error de facturación,Pendiente,52,14.08,5
417,2026-01-24,1425,App,Móvil,Producto incorrecto,Resuelto,26,93.76,1
418,2026-02-04,1239,Call Center,Internet,Entrega tardía,Pendiente,17,72.81,0
419,2026-02-26,3854,App,Telefonía,Problema técnico,En proceso,96,191.15,5
420,2026-04-26,1098,Web,Paquete Triple,Error de facturación,Resuelto,30,92.42,2
421,2026-04-24,1894,Web,Telefonía,Cancelación de servicio,En proceso,113,47.1,9
422,2026-02-26,4686,WhatsApp,TV,Producto defectuoso,Pendiente,83,177.87,1
423,2026-01-06,2294,Web,Móvil,Producto defectuoso,Resuelto,79,184.5,10
424,2026-03-24,2671,Call Center,Internet,Cancelación de servicio,Resuelto,32,53.98,5
425,2026-03-05,4325,Web,Internet,Producto incorrecto,En proceso,9,189.95,0
426,2026-03-03,1714,Oficina,Internet,Problema técnico,Resuelto,18,38.42,7
427,2026-01-11,4879,Web,Paquete Triple,Producto incorrecto,Pendiente,79,50.0,4
428,2026-02-28,4501,WhatsApp,TV,Entrega tardía,Resuelto,45,171.65,6
429,2026-01-12,1809,App,TV,Cancelación de servicio,Pendiente,36,61.68,8
430,2026-03-17,2593,Oficina,Internet,Producto defectuoso,Resuelto,54,18.57,3
431,2026-03-16,4510,WhatsApp,TV,Problema técnico,En proceso,46,159.04,6
432,2026-04-08,1928,Call Center,Telefonía,Error de facturación,Pendiente,64,166.13,10
433,2026-03-16,3990,Web,Internet,Error de facturación,Pendiente,105,24.54,6
434,2026-01-18,1678,WhatsApp,Paquete Triple,Entrega tardía,Resuelto,40,9.75,2
435,2026-01-31,1038,Call Center,Telefonía,Producto defectuoso,Pendiente,113,90.73,7
436,2026-04-14,2099,Call Center,TV,Problema técnico,Resuelto,104,3.34,6
437,2026-04-01,2802,Web,Paquete Triple,Problema técnico,Pendiente,88,189.79,6
438,2026-02-02,3653,Web,Internet,Entrega tardía,En proceso,13,38.25,5
439,2026-01-12,3803,WhatsApp,TV,Entrega tardía,Resuelto,73,192.81,8
440,2026-01-11,2937,Web,Internet,Entrega tardía,En proceso,30,83.32,0
441,2026-01-19,4418,WhatsApp,Telefonía,Problema técnico,Pendiente,12,163.54,5
442,2026-01-14,1660,Web,Paquete Triple,Cancelación de servicio,En proceso,33,26.31,9
443,2026-01-31,3859,Oficina,TV,Producto incorrecto,En proceso,3,138.44,0
444,2026-02-05,3110,App,Paquete Triple,Entrega tardía,En proceso,41,142.65,3
445,2026-03-02,3997,Web,Paquete Triple,Producto incorrecto,Pendiente,37,120.02,2
446,2026-04-26,3331,App,Paquete Triple,Cancelación de servicio,Resuelto,16,82.07,7
447,2026-01-04,3313,App,Telefonía,Cancelación de servicio,En proceso,97,146.12,6
448,2026-01-30,4642,Web,Móvil,Producto incorrecto,Pendiente,26,77.46,5
449,2026-03-12,1570,Oficina,Internet,Cancelación de servicio,En proceso,102,44.12,10
450,2026-02-16,3565,Oficina,Telefonía,Cancelación de servicio,En proceso,106,82.79,8
451,2026-04-08,1949,App,Móvil,Cancelación de servicio,En proceso,23,157.32,9
452,2026-01-05,1443,Web,Paquete Triple,Cancelación de servicio,En proceso,24,145.24,1
453,2026-03-29,2375,Call Center,Internet,Problema técnico,Resuelto,53,77.03,10
454,2026-01-31,2965,Call Center,TV,Problema técnico,Pendiente,52,111.33,0
455,2026-01-03,3830,Oficina,Internet,Error de facturación,Resuelto,27,94.14,2
456,2026-04-14,1628,WhatsApp,Internet,Cancelación de servicio,En proceso,61,66.62,0
457,2026-03-22,4789,Oficina,Internet,Entrega tardía,En proceso,81,50.77,0
458,2026-01-27,2185,WhatsApp,Internet,Entrega tardía,En proceso,67,134.19,10
459,2026-01-13,4018,WhatsApp,Paquete Triple,Producto incorrecto,Pendiente,14,67.89,0
460,2026-01-25,1618,Call Center,Móvil,Entrega tardía,Resuelto,56,90.08,10
461,2026-03-27,2273,WhatsApp,Telefonía,Cancelación de servicio,Resuelto,98,185.66,3
462,2026-04-28,4117,Oficina,TV,Entrega tardía,En proceso,45,110.35,8
463,2026-03-03,1323,Web,TV,Error de facturación,En proceso,86,183.12,6
464,2026-01-22,1623,Call Center,Internet,Producto defectuoso,Resuelto,112,166.76,2
465,2026-03-25,2933,Web,Móvil,Cancelación de servicio,Resuelto,80,65.36,1
466,2026-02-18,2006,Call Center,Móvil,Producto incorrecto,Pendiente,24,77.24,1
467,2026-03-11,3236,WhatsApp,Internet,Cancelación de servicio,En proceso,103,22.66,3
468,2026-04-26,1140,WhatsApp,Paquete Triple,Producto defectuoso,Pendiente,43,2.69,8
469,2026-03-13,1425,App,Internet,Error de facturación,Resuelto,64,71.84,7
470,2026-04-03,1014,App,Móvil,Producto incorrecto,Resuelto,74,16.48,10
471,2026-03-08,1882,App,Paquete Triple,Producto defectuoso,En proceso,60,189.42,0
472,2026-01-10,2637,Call Center,TV,Entrega tardía,Pendiente,64,138.92,8
473,2026-02-09,3756,App,Móvil,Producto defectuoso,Pendiente,92,77.14,3
474,2026-01-25,4194,Web,Paquete Triple,Error de facturación,Resuelto,74,9.66,9
475,2026-03-15,3645,Call Center,Paquete Triple,Cancelación de servicio,En proceso,103,0.49,4
476,2026-02-04,4337,App,Paquete Triple,Problema técnico,Resuelto,60,172.02,5
477,2026-03-13,4211,App,Internet,Producto defectuoso,Pendiente,71,84.69,2
478,2026-01-03,4643,Call Center,Paquete Triple,Entrega tardía,Pendiente,88,120.54,4
479,2026-04-24,1920,Call Center,TV,Problema técnico,Pendiente,58,17.95,1
480,2026-02-02,3359,Web,Internet,Producto incorrecto,Resuelto,10,26.16,6
481,2026-02-04,3795,Web,Paquete Triple,Entrega tardía,Resuelto,66,79.55,8
482,2026-03-15,4116,Web,Móvil,Problema técnico,Pendiente,68,11.0,10
483,2026-04-13,2630,Web,Móvil,Cancelación de servicio,Pendiente,75,183.45,5
484,2026-01-24,3737,Oficina,Internet,Entrega tardía,En proceso,84,37.5,8
485,2026-03-09,1889,Call Center,Móvil,Entrega tardía,Resuelto,90,164.65,8
486,2026-03-05,1625,Web,Internet,Problema técnico,Pendiente,47,106.34,3
487,2026-01-17,2151,Web,Móvil,Cancelación de servicio,En proceso,32,186.52,10
488,2026-04-17,3901,Oficina,Paquete Triple,Error de facturación,Pendiente,62,176.64,10
489,2026-03-09,1511,Oficina,Telefonía,Producto incorrecto,Pendiente,3,56.15,7
490,2026-01-13,2175,Oficina,Internet,Producto incorrecto,Resuelto,28,20.44,4
491,2026-01-24,2696,Oficina,Móvil,Problema técnico,En proceso,89,0.02,9
492,2026-02-04,3673,Oficina,Paquete Triple,Error de facturación,Resuelto,7,74.72,1
493,2026-01-24,3991,App,Móvil,Problema técnico,Pendiente,75,100.71,0
494,2026-01-19,2763,App,Internet,Problema técnico,En proceso,94,58.66,3
495,2026-03-10,3152,WhatsApp,TV,Producto incorrecto,En proceso,94,33.28,7
496,2026-02-03,4472,Call Center,Paquete Triple,Producto defectuoso,En proceso,106,5.53,8
497,2026-01-14,1024,Web,Internet,Producto incorrecto,Pendiente,109,36.47,3
498,2026-04-07,2645,App,Paquete Triple,Problema técnico,Pendiente,34,131.87,8
499,2026-01-25,2754,App,TV,Error de facturación,Resuelto,26,103.65,2
500,2026-01-22,2236,Web,Paquete Triple,Producto incorrecto,Pendiente,4,16.0,7
501,2026-01-20,3304,Web,TV,Producto defectuoso,Resuelto,98,169.6,3
502,2026-03-04,2728,App,Telefonía,Producto incorrecto,Pendiente,6,137.48,9
503,2026-04-01,2770,App,TV,Entrega tardía,En proceso,76,49.84,0
504,2026-01-24,3975,Call Center,Telefonía,Cancelación de servicio,Resuelto,1,43.19,5
505,2026-01-22,3058,Web,Telefonía,Cancelación de servicio,Pendiente,59,15.76,3
506,2026-04-13,3616,Oficina,Internet,Error de facturación,En proceso,21,74.97,4
507,2026-04-02,1325,Web,Móvil,Cancelación de servicio,En proceso,72,87.61,10
508,2026-01-22,1113,WhatsApp,Telefonía,Producto incorrecto,Resuelto,120,15.45,1
509,2026-02-11,3304,App,Móvil,Cancelación de servicio,Resuelto,46,140.02,8
510,2026-01-22,1340,WhatsApp,TV,Cancelación de servicio,Resuelto,77,176.78,7
511,2026-04-28,1420,WhatsApp,TV,Cancelación de servicio,En proceso,80,139.32,7
512,2026-04-29,2456,Web,Internet,Problema técnico,Pendiente,65,83.21,4
513,2026-01-12,4413,Oficina,Móvil,Producto incorrecto,Resuelto,95,188.49,10
514,2026-01-06,2561,Web,Móvil,Entrega tardía,En proceso,13,184.92,10
515,2026-02-08,1307,Call Center,Internet,Cancelación de servicio,Resuelto,117,68.56,10
516,2026-02-21,4635,Web,Internet,Cancelación de servicio,Pendiente,109,27.13,6
517,2026-03-15,3182,Call Center,Internet,Cancelación de servicio,En proceso,75,159.16,8
518,2026-05-01,1637,Web,Paquete Triple,Producto incorrecto,En proceso,54,77.59,3
519,2026-04-05,1424,Oficina,Telefonía,Entrega tardía,Resuelto,24,14.47,7
520,2026-02-10,4703,Call Center,Internet,Problema técnico,Pendiente,71,2.58,6
521,2026-03-09,1998,Web,Paquete Triple,Cancelación de servicio,Pendiente,81,84.45,7
522,2026-02-16,3335,WhatsApp,Internet,Cancelación de servicio,En proceso,64,157.04,2
523,2026-01-21,1724,App,Telefonía,Problema técnico,Resuelto,39,60.14,1
524,2026-04-08,3438,WhatsApp,Móvil,Cancelación de servicio,Resuelto,116,147.0,3
525,2026-02-12,1945,App,Paquete Triple,Cancelación de servicio,En proceso,47,47.8,8
526,2026-04-13,3306,App,Telefonía,Error de facturación,En proceso,95,124.97,5
527,2026-03-29,3446,Oficina,Móvil,Producto incorrecto,En proceso,79,128.27,4
528,2026-01-05,2573,App,Internet,Cancelación de servicio,En proceso,38,16.13,0
529,2026-02-01,1466,App,Paquete Triple,Error de facturación,Pendiente,89,99.87,1
530,2026-04-27,1245,Web,TV,Producto incorrecto,Resuelto,68,194.3,6
531,2026-03-05,4384,WhatsApp,Internet,Cancelación de servicio,Resuelto,90,32.24,1
532,2026-03-26,2883,Oficina,Paquete Triple,Producto incorrecto,Pendiente,83,62.17,5
533,2026-04-27,1417,App,Telefonía,Producto incorrecto,En proceso,70,129.77,3
534,2026-02-21,3230,Oficina,TV,Error de facturación,Pendiente,85,127.52,10
535,2026-01-07,1754,WhatsApp,Paquete Triple,Producto incorrecto,Pendiente,97,40.06,3
536,2026-04-24,4045,Oficina,Telefonía,Cancelación de servicio,En proceso,55,6.3,5
537,2026-01-09,4408,Oficina,TV,Error de facturación,En proceso,21,150.68,4
538,2026-04-11,4442,Web,Paquete Triple,Problema técnico,En proceso,69,47.49,3
539,2026-04-25,1027,App,Móvil,Producto defectuoso,En proceso,8,180.64,4
540,2026-02-20,2412,Oficina,Móvil,Producto incorrecto,En proceso,106,158.72,5
541,2026-02-13,1508,Call Center,Paquete Triple,Cancelación de servicio,Resuelto,54,111.39,5
542,2026-01-17,3824,App,TV,Producto defectuoso,Resuelto,95,113.26,0
543,2026-03-08,1340,App,Internet,Problema técnico,Resuelto,26,64.27,0
544,2026-02-08,3478,App,TV,Problema técnico,Resuelto,27,89.85,8
545,2026-04-21,1870,App,Paquete Triple,Problema técnico,Resuelto,39,190.65,9
546,2026-01-07,1019,Web,Paquete Triple,Problema técnico,Pendiente,6,10.65,9
547,2026-04-25,2583,WhatsApp,Telefonía,Error de facturación,Pendiente,105,132.41,7
548,2026-01-03,4684,App,TV,Cancelación de servicio,En proceso,8,75.0,7
549,2026-03-25,2786,WhatsApp,TV,Cancelación de servicio,Resuelto,104,155.93,3
550,2026-01-12,2682,Oficina,Internet,Producto defectuoso,Resuelto,76,21.31,1
551,2026-03-09,2754,WhatsApp,Telefonía,Problema técnico,Pendiente,113,40.21,2
552,2026-02-16,4580,Web,Móvil,Error de facturación,Pendiente,120,191.68,6
553,2026-04-30,3403,Call Center,TV,Error de facturación,En proceso,69,113.47,1
554,2026-01-28,4420,WhatsApp,Telefonía,Cancelación de servicio,Resuelto,11,57.1,10
555,2026-01-05,2802,App,Internet,Producto incorrecto,Pendiente,4,146.04,8
556,2026-01-06,2535,App,Telefonía,Cancelación de servicio,Pendiente,23,49.09,3
557,2026-04-03,3631,Oficina,TV,Entrega tardía,Pendiente,6,59.46,7
558,2026-04-09,1286,App,TV,Error de facturación,Pendiente,37,96.62,0
559,2026-03-22,1348,Web,TV,Producto incorrecto,En proceso,89,128.95,9
560,2026-02-04,2981,Oficina,Telefonía,Problema técnico,Pendiente,92,184.23,1
561,2026-02-15,3672,WhatsApp,Móvil,Producto incorrecto,En proceso,107,102.93,0
562,2026-01-06,2548,Call Center,TV,Entrega tardía,Pendiente,63,89.57,3
563,2026-04-23,2434,App,Internet,Error de facturación,Resuelto,48,129.25,1
564,2026-01-08,3271,Web,Telefonía,Entrega tardía,En proceso,58,80.32,8
565,2026-02-20,3248,Web,Paquete Triple,Entrega tardía,Pendiente,33,14.31,7
566,2026-04-02,2337,Call Center,Internet,Entrega tardía,Resuelto,99,46.05,0
567,2026-01-26,1966,Oficina,Internet,Producto incorrecto,Pendiente,45,166.47,4
568,2026-01-27,4400,Call Center,TV,Problema técnico,En proceso,97,45.34,2
569,2026-03-11,3492,Oficina,TV,Error de facturación,En proceso,29,3.28,0
570,2026-02-03,1783,Web,Internet,Problema técnico,Pendiente,32,21.98,1
571,2026-02-23,1361,WhatsApp,Paquete Triple,Error de facturación,En proceso,36,43.99,8
572,2026-04-26,1864,Web,TV,Problema técnico,Pendiente,40,65.82,10
573,2026-03-01,2241,App,Paquete Triple,Cancelación de servicio,En proceso,45,1.63,2
574,2026-03-29,4305,Web,Paquete Triple,Producto defectuoso,Resuelto,105,170.57,7
575,2026-03-07,3341,WhatsApp,Paquete Triple,Error de facturación,Pendiente,41,60.34,3
576,2026-03-18,1056,Oficina,Internet,Problema técnico,Resuelto,74,167.07,6
577,2026-02-07,1125,Call Center,Paquete Triple,Error de facturación,Pendiente,19,147.59,10
578,2026-02-25,4073,App,Móvil,Producto defectuoso,En proceso,69,20.74,2
579,2026-02-19,3888,Web,TV,Producto defectuoso,En proceso,102,27.31,6
580,2026-01-31,2207,Web,Telefonía,Producto defectuoso,Resuelto,52,49.47,1
581,2026-04-14,4157,Web,Paquete Triple,Error de facturación,Pendiente,67,136.68,10
582,2026-03-08,1685,WhatsApp,Paquete Triple,Problema técnico,Pendiente,105,145.66,9
583,2026-02-06,3805,WhatsApp,Móvil,Entrega tardía,Resuelto,26,27.16,8
584,2026-03-26,3619,Call Center,TV,Entrega tardía,Pendiente,82,54.23,4
585,2026-03-18,2260,Oficina,Telefonía,Cancelación de servicio,Pendiente,116,29.64,9
586,2026-02-06,4107,App,Telefonía,Error de facturación,Resuelto,38,187.13,0
587,2026-02-08,2249,Web,TV,Error de facturación,Pendiente,120,144.65,8
588,2026-03-26,1421,Web,Internet,Problema técnico,Resuelto,16,87.48,4
589,2026-05-01,3609,App,TV,Entrega tardía,Pendiente,60,158.57,4
590,2026-02-02,3871,Web,Internet,Error de facturación,Pendiente,104,84.88,8
591,2026-04-26,1117,Web,Internet,Producto defectuoso,Pendiente,13,28.25,9
592,2026-03-30,3900,App,TV,Problema técnico,En proceso,30,182.09,2
593,2026-03-02,4065,App,Telefonía,Producto defectuoso,Pendiente,6,68.05,7
594,2026-04-20,3503,Call Center,Internet,Cancelación de servicio,Resuelto,21,6.13,0
595,2026-02-03,1628,Web,Internet,Producto defectuoso,En proceso,55,57.6,5
596,2026-01-22,4822,App,Telefonía,Cancelación de servicio,Pendiente,34,162.53,9
597,2026-04-15,3289,WhatsApp,Paquete Triple,Entrega tardía,Pendiente,77,189.38,2
598,2026-02-25,1209,Web,Paquete Triple,Cancelación de servicio,En proceso,109,108.38,5
599,2026-04-10,1913,WhatsApp,Telefonía,Problema técnico,Resuelto,49,136.59,8
600,2026-02-23,4864,Call Center,Móvil,Producto incorrecto,Pendiente,33,70.11,8
601,2026-01-02,2257,Web,Internet,Problema técnico,Pendiente,5,153.41,6
602,2026-02-13,1590,Call Center,Móvil,Cancelación de servicio,En proceso,77,165.58,10
603,2026-01-25,3275,WhatsApp,Paquete Triple,Cancelación de servicio,Resuelto,108,35.85,4
604,2026-01-07,1584,Call Center,Paquete Triple,Producto incorrecto,En proceso,60,57.9,0
605,2026-01-24,4497,App,Móvil,Problema técnico,En proceso,70,68.5,9
606,2026-04-16,1036,Web,TV,Entrega tardía,Pendiente,38,186.84,4
607,2026-02-23,4497,WhatsApp,TV,Problema técnico,Resuelto,57,120.29,5
608,2026-03-16,3726,Web,TV,Producto incorrecto,Pendiente,56,72.48,7
609,2026-01-17,1439,Web,Telefonía,Error de facturación,Pendiente,49,8.07,9
610,2026-04-02,2093,Web,TV,Producto incorrecto,Resuelto,73,70.69,5
611,2026-04-22,4868,Call Center,TV,Producto incorrecto,Resuelto,108,29.17,3
612,2026-02-23,1457,Oficina,Móvil,Producto defectuoso,Pendiente,55,188.22,9
613,2026-03-16,1598,Call Center,Internet,Producto defectuoso,En proceso,74,7.34,5
614,2026-03-09,4640,WhatsApp,Internet,Problema técnico,En proceso,90,91.43,2
615,2026-02-14,2820,App,Paquete Triple,Problema técnico,Resuelto,81,97.69,4
616,2026-04-10,4467,App,Paquete Triple,Producto defectuoso,En proceso,18,124.46,8
617,2026-02-17,4734,Web,Paquete Triple,Producto incorrecto,En proceso,108,47.46,2
618,2026-01-27,2034,Web,Móvil,Problema técnico,Resuelto,40,69.13,4
619,2026-04-16,4886,Web,Móvil,Problema técnico,Resuelto,101,27.2,9
620,2026-03-01,4023,App,Telefonía,Producto defectuoso,En proceso,70,132.99,2
621,2026-02-27,4046,Call Center,TV,Producto incorrecto,Resuelto,95,190.53,8
622,2026-04-03,1506,Web,Paquete Triple,Producto incorrecto,En proceso,91,102.92,7
623,2026-01-13,2189,App,Paquete Triple,Cancelación de servicio,Resuelto,65,54.63,6
624,2026-01-29,4697,App,Telefonía,Producto incorrecto,Resuelto,81,77.82,1
625,2026-04-05,3926,Oficina,Internet,Producto incorrecto,Resuelto,107,185.18,3
626,2026-04-12,4901,WhatsApp,Internet,Producto incorrecto,En proceso,77,171.91,3
627,2026-02-02,3046,Oficina,Internet,Error de facturación,Pendiente,17,27.14,6
628,2026-03-10,2737,App,Paquete Triple,Error de facturación,Pendiente,39,159.66,2
629,2026-02-06,2971,Call Center,Telefonía,Producto defectuoso,En proceso,28,79.77,0
630,2026-03-03,3258,Call Center,Internet,Error de facturación,Pendiente,20,43.76,8
631,2026-01-28,4770,WhatsApp,Internet,Producto defectuoso,Resuelto,54,33.47,1
632,2026-04-01,3275,Call Center,Paquete Triple,Entrega tardía,Pendiente,63,109.98,2
633,2026-01-11,2833,Oficina,TV,Cancelación de servicio,En proceso,22,151.65,2
634,2026-02-11,2626,WhatsApp,Internet,Entrega tardía,En proceso,83,159.02,6
635,2026-01-10,2178,Web,Internet,Producto incorrecto,Resuelto,32,101.68,5
636,2026-02-06,1037,WhatsApp,Internet,Entrega tardía,Pendiente,43,101.31,4
637,2026-03-03,2675,Call Center,Móvil,Producto incorrecto,Pendiente,81,36.65,5
638,2026-04-06,3893,Web,Paquete Triple,Problema técnico,Resuelto,48,32.76,10
639,2026-03-11,3130,Call Center,Telefonía,Producto incorrecto,En proceso,75,108.35,2
